7129480668731900683,给海南人民道歉！！！！！,0,0,0,2022-08-08 20:27:38,来自海南,3302587389969735,用户1650584672762
7129595656914027298,@外交部 @外交部发言人办公室,0,0,0,2022-08-09 03:59:46,来自北京,3224187125893852,智勇双全星空o4
7129537820683060009,[灵光一闪][灵光一闪][灵光一闪],0,0,0,2022-08-09 00:09:58,来自广东,1856442788750510,科技图们8X8
7129595647921767183,@搞笑东北疯,0,1,0,2022-08-09 03:59:52,来自北京,3224187125893852,智勇双全星空o4
7129595688988148514,@嗨皮总部,0,0,0,2022-08-09 04:00:00,来自北京,3224187125893852,智勇双全星空o4
